20/6/202415:17:32,28.78,49.84,30,45.47343433333334,9.2026115
20/6/202415:17:37,28.66,49.84,27,45.47343616666667,9.2026125
20/6/202415:17:42,28.6,49.41,29,45.47343816666667,9.202614
20/6/202415:17:47,28.6,49.9,29,45.47344016666666,9.202616166666669
20/6/202415:17:52,28.71,49.26,29,45.473441666666666,9.202617666666669
20/6/202415:17:57,28.76,49.54,29,45.47344266666667,9.202618833333334
20/6/202415:18:02,28.77,50.05,29,45.47344316666666,9.202619833333332
20/6/202415:18:07,28.81,50.25,28,45.47344316666666,9.202621
20/6/202415:18:12,28.86,50.06,29,45.47344450000001,9.202621666666666
20/6/202415:18:17,28.83,49.7,27,45.473446333333335,9.202622833333333
20/6/202415:18:22,28.87,49.02,29,45.47344683333334,9.2026225
20/6/202415:18:27,28.9,49.0,28,45.473447166666666,9.202622333333332
20/6/202415:18:32,28.91,48.87,28,45.473447500000006,9.202622166666666
20/6/202415:18:37,28.86,48.66,28,45.4734485,9.202622833333333
20/6/202415:18:42,28.73,48.76,28,45.4734495,9.202622833333333
20/6/202415:18:47,28.67,48.66,27,45.47344983333334,9.2026225
20/6/202415:18:52,28.53,48.77,26,45.473450333333325,9.202622833333333
20/6/202415:18:57,28.46,49.87,27,45.47345083333333,9.202622666666668
20/6/202415:19:02,28.49,50.11,28,45.47345166666667,9.2026225
20/6/202415:19:07,28.81,52.87,28,45.47345233333333,9.202622666666668
20/6/202415:19:12,28.7,52.38,27,45.473453,9.202623166666664
20/6/202415:19:17,28.74,50.59,27,45.473453166666665,9.202623999999998
20/6/202415:19:22,28.7,50.23,27,45.473453333333325,9.202624333333334
20/6/202415:19:27,28.57,49.79,27,45.473453500000005,9.202625
20/6/202415:19:32,28.46,48.78,28,45.47345366666666,9.202625666666668
20/6/202415:19:37,28.43,48.47,27,45.47345416666667,9.202626333333336
20/6/202415:19:42,28.3,48.33,27,45.473453166666665,9.202622666666668
20/6/202415:19:47,28.23,48.38,26,45.473454833333335,9.202616166666669
20/6/202415:19:52,28.13,48.59,26,45.47345583333334,9.202618166666667
20/6/202415:19:57,28.08,48.82,27,45.47345633333333,9.202620833333333
20/6/202415:20:02,28.05,48.94,28,45.47345699999999,9.202622833333333
20/6/202415:20:07,28.05,49.12,26,45.473457833333335,9.202625
20/6/202415:20:12,28.06,49.19,28,45.473457833333335,9.2026265
20/6/202415:20:17,28.09,49.38,27,45.47345716666667,9.2026285
20/6/202415:20:22,28.12,49.17,28,45.47345816666666,9.202633166666669
20/6/202415:20:27,28.16,49.29,27,45.473459000000005,9.202636833333337
20/6/202415:20:32,28.2,49.65,28,45.473460333333335,9.202641166666666
20/6/202415:20:37,28.2,50.21,28,45.47346233333333,9.202647333333337
20/6/202415:20:42,28.22,50.77,27,45.4734645,9.202651666666666
20/6/202415:20:47,28.26,50.81,28,45.473466666666674,9.202653666666668
20/6/202415:20:52,28.27,50.81,27,45.47346616666667,9.202654666666666
20/6/202415:20:57,28.38,51.44,28,45.4734655,9.202656
20/6/202415:21:02,28.33,50.63,28,45.4734655,9.202657
20/6/202415:21:07,28.23,49.89,27,45.473466,9.2026575
20/6/202415:21:12,28.16,49.41,27,45.4734675,9.2026595
20/6/202415:21:17,28.09,49.21,26,45.4734675,9.202659333333337
20/6/202415:21:22,28.01,49.44,27,45.473468,9.202658666666668
20/6/202415:21:27,27.95,49.78,27,45.47346833333333,9.202658
20/6/202415:21:32,27.91,50.08,27,45.47346783333334,9.202658
20/6/202415:21:37,27.85,50.16,27,45.4734675,9.202658
20/6/202415:21:42,27.81,50.51,27,45.473467,9.202663166666667
20/6/202415:21:47,27.84,51.57,27,45.47346716666666,9.202661833333334
20/6/202415:21:52,27.83,51.07,27,45.4734665,9.2026605
20/6/202415:21:57,27.87,50.7,27,45.47346583333333,9.2026605
20/6/202415:22:02,27.88,50.55,27,45.47346583333333,9.202660833333336
20/6/202415:22:07,27.92,50.59,27,45.47346716666666,9.202661666666668
20/6/202415:22:12,27.98,50.97,27,45.473467,9.202661333333332
20/6/202415:22:17,28.04,51.49,28,45.473466666666674,9.202661
20/6/202415:22:22,28.04,50.98,27,45.47346533333333,9.202662333333334
20/6/202415:22:27,28.06,50.15,27,45.47346283333333,9.202662666666669
20/6/202415:22:32,28.08,50.48,27,45.4734615,9.202663833333334
20/6/202415:22:37,28.11,50.81,28,45.473461666666665,9.202663
20/6/202415:22:42,28.13,51.25,27,45.47346183333334,9.202662
20/6/202415:22:47,28.18,50.5,27,45.4734625,9.202660833333336
20/6/202415:22:52,28.16,50.82,27,45.47346383333333,9.202660833333336
20/6/202415:22:57,28.12,50.47,27,45.47346416666666,9.202660666666668
20/6/202415:23:02,28.12,50.19,27,45.47346383333333,9.202662333333334
20/6/202415:23:07,28.16,50.14,27,45.47346416666666,9.202663
20/6/202415:23:12,28.22,50.23,27,45.4734645,9.202665166666666
20/6/202415:23:17,28.25,50.16,28,45.473464666666665,9.202666666666666
20/6/202415:23:22,28.29,50.28,27,45.473465,9.202667166666666
20/6/202415:23:27,28.35,50.23,28,45.47346533333333,9.202668
20/6/202415:23:32,28.43,50.62,28,45.4734655,9.202668333333332
20/6/202415:23:37,28.49,50.4,28,45.473466,9.202669166666668
20/6/202415:23:42,28.55,50.2,28,45.4734665,9.202670333333334
20/6/202415:23:47,28.63,50.23,28,45.47346716666666,9.202672
20/6/202415:23:52,28.66,50.1,28,45.47346733333334,9.202672666666668
20/6/202415:23:57,28.67,50.09,27,45.473468,9.202673166666669
20/6/202415:24:02,28.69,50.97,28,45.47346933333333,9.202673833333334
20/6/202415:24:07,28.73,50.74,27,45.47347,9.202674
20/6/202415:24:12,28.78,49.94,27,45.47347016666666,9.202674
20/6/202415:24:17,28.8,49.66,29,45.47347,9.202673833333334
20/6/202415:24:22,28.77,49.7,27,45.47347016666666,9.202672666666668
20/6/202415:24:27,28.77,48.87,28,45.47347016666666,9.202672166666668
20/6/202415:24:32,28.7,48.95,27,45.47347033333334,9.202671666666667
20/6/202415:24:37,28.63,49.1,28,45.47347083333334,9.202670833333334
20/6/202415:24:42,28.57,49.3,27,45.473471,9.20267
20/6/202415:24:47,28.64,49.77,27,45.47347133333333,9.2026695
20/6/202415:24:52,28.64,49.92,27,45.47347166666667,9.202668833333332
20/6/202415:24:57,28.64,49.15,27,45.47347166666667,9.202668166666664
20/6/202415:25:02,28.64,49.06,27,45.473472,9.202667666666668
20/6/202415:25:07,28.59,48.9,26,45.47347183333333,9.202667333333332
20/6/202415:25:12,28.52,48.75,27,45.47347166666667,9.202667166666666
20/6/202415:25:17,28.46,49.25,27,45.473472,9.202666833333334
20/6/202415:25:22,28.39,48.76,27,45.47347233333333,9.202666333333331
20/6/202415:25:27,28.39,49.01,28,45.47347283333333,9.202666166666669
20/6/202415:25:32,28.35,49.4,27,45.4734735,9.202666666666666
20/6/202415:25:37,28.36,49.28,27,45.47347416666666,9.202666833333334
20/6/202415:25:42,28.35,49.48,27,45.47347799999999,9.202695166666668
20/6/202415:25:47,28.39,49.29,27,45.47347566666667,9.202708333333334
20/6/202415:25:52,28.4,49.99,27,45.47347783333333,9.202727833333334
20/6/202415:25:57,28.46,49.98,26,45.4734635,9.202777333333334
20/6/202415:26:02,28.53,49.84,28,45.4734455,9.202838333333334
20/6/202415:26:07,28.6,49.63,28,45.47341733333333,9.2029195
20/6/202415:26:12,28.59,49.46,27,45.47338566666667,9.203000333333334
20/6/202415:26:17,28.66,49.9,27,45.473361,9.203070833333332
20/6/202415:26:22,28.64,49.98,27,45.47332683333334,9.203137166666666
20/6/202415:26:27,28.69,50.07,27,45.47330483333334,9.203170166666666
20/6/202415:26:32,29.08,55.85,27,45.4732775,9.203240333333332
20/6/202415:26:37,28.89,52.39,28,45.47324766666667,9.203322166666668
20/6/202415:26:42,29.01,50.85,27,45.47323383333334,9.203364333333331
20/6/202415:26:47,29.05,50.09,28,45.4732015,9.203446
20/6/202415:26:52,29.17,49.35,28,45.47318366666666,9.203516166666668
20/6/202415:26:57,29.25,48.5,27,45.47320849999999,9.203565833333332
20/6/202415:27:02,29.32,47.82,26,45.4732355,9.203605666666666
20/6/202415:27:07,29.46,47.67,27,45.47324716666667,9.2036225
20/6/202415:27:12,29.45,47.96,27,45.473288,9.203668666666664
20/6/202415:27:17,29.52,47.62,27,45.4733255,9.203719833333334
20/6/202415:27:22,29.62,47.09,27,45.47336533333334,9.203762333333334
20/6/202415:27:27,29.72,46.84,27,45.473405333333325,9.2038165
20/6/202415:27:32,29.75,46.21,27,45.47344983333334,9.203861666666668
20/6/202415:27:37,29.83,45.87,27,45.473495333333325,9.203908666666669
20/6/202415:27:42,29.89,45.57,26,45.47354099999999,9.203959
20/6/202415:27:47,29.99,45.36,28,45.473583833333336,9.204006666666666
20/6/202415:27:52,29.96,44.8,27,45.473627,9.204056
20/6/202415:27:57,29.89,44.92,27,45.473674,9.2041025
20/6/202415:28:02,29.86,45.18,26,45.47371716666667,9.204150833333332
20/6/202415:28:07,29.75,45.42,26,45.473765500000006,9.204201666666668
20/6/202415:28:12,29.63,45.28,27,45.473810500000006,9.204256666666668
20/6/202415:28:17,29.48,45.62,27,45.4738535,9.204305666666666
20/6/202415:28:22,29.46,45.88,26,45.47389983333334,9.204349
20/6/202415:28:27,29.38,46.0,27,45.47394599999999,9.204392833333332
20/6/202415:28:32,29.39,45.72,27,45.47398916666666,9.204440333333334
20/6/202415:28:37,29.52,45.46,26,45.47404016666666,9.204492666666663
20/6/202415:28:42,29.59,45.37,25,45.47409016666667,9.204553166666669
20/6/202415:28:47,29.63,45.43,26,45.47415016666667,9.204596333333336
20/6/202415:28:52,29.65,45.26,26,45.4742045,9.204563333333336
20/6/202415:28:57,29.72,45.05,28,45.47424083333333,9.204495666666666
20/6/202415:29:02,29.68,45.1,27,45.474274,9.204429
20/6/202415:29:07,29.39,45.01,26,45.474318833333335,9.204370666666668
20/6/202415:29:12,29.25,45.55,27,45.474368000000005,9.204321166666666
20/6/202415:29:17,29.05,45.53,24,45.47441516666666,9.204261166666669
20/6/202415:29:22,29.04,46.0,26,45.47446183333333,9.2042015
20/6/202415:29:27,29.03,46.14,26,45.474484333333336,9.204167833333337
20/6/202415:29:32,29.1,45.77,26,45.474485666666666,9.204162333333333
20/6/202415:29:37,29.15,45.87,26,45.474484333333336,9.204162166666666
20/6/202415:29:42,29.08,46.2,26,45.474508,9.2041255
20/6/202415:29:47,29.05,46.45,26,45.47454333333334,9.2040625
20/6/202415:29:52,28.95,47.07,26,45.47457716666666,9.203989833333331
20/6/202415:29:57,28.93,47.95,26,45.474607166666665,9.2039135
20/6/202415:30:02,28.87,48.47,27,45.47463583333333,9.203835666666668
20/6/202415:30:07,28.78,47.8,26,45.47466316666667,9.203764
20/6/202415:30:12,28.71,47.46,27,45.4746815,9.203713666666664
20/6/202415:30:17,28.7,47.58,25,45.474713,9.203648500000002
20/6/202415:30:22,28.66,47.96,27,45.47473633333334,9.203587
20/6/202415:30:27,28.63,49.04,27,45.474761333333326,9.203524666666668
20/6/202415:30:32,28.62,49.3,27,45.474790166666665,9.203465
20/6/202415:30:37,28.5,47.47,26,45.47482416666666,9.203401833333334
20/6/202415:30:42,28.46,46.87,26,45.47485233333334,9.203335166666667
20/6/202415:30:47,28.38,46.68,26,45.47487316666668,9.2032935
20/6/202415:30:52,28.36,47.24,26,45.47489483333334,9.203237333333334
20/6/202415:30:57,28.32,47.35,26,45.47492183333334,9.203162333333331
20/6/202415:31:02,28.39,47.43,27,45.474956166666665,9.203084333333331
20/6/202415:31:07,28.45,47.55,26,45.47499316666667,9.203010333333332
20/6/202415:31:12,28.5,47.76,27,45.47502166666666,9.202924833333332
20/6/202415:31:17,28.47,48.27,26,45.47505683333334,9.202842166666668
20/6/202415:31:22,28.46,48.98,28,45.475092833333335,9.202777666666666
20/6/202415:31:27,28.5,48.38,26,45.47513083333333,9.202702833333332
20/6/202415:31:32,28.55,48.17,26,45.47516399999999,9.202625
20/6/202415:31:37,28.66,48.11,25,45.47519666666667,9.202550333333331
20/6/202415:31:42,28.73,48.1,27,45.475235000000005,9.202467833333332
20/6/202415:31:47,28.83,48.15,27,45.47527016666666,9.202384333333333
20/6/202415:31:52,28.81,48.15,26,45.47530083333333,9.202307666666666
20/6/202415:31:57,28.9,48.18,26,45.475332,9.2022355
20/6/202415:32:02,28.95,47.2,26,45.47536633333334,9.202169666666666
20/6/202415:32:07,29.0,46.96,26,45.47539116666667,9.2020975
20/6/202415:32:12,29.0,46.89,26,45.47543099999999,9.202040666666669
20/6/202415:32:17,29.03,46.62,26,45.47546333333333,9.201980333333331
20/6/202415:32:22,29.05,46.45,26,45.47549016666667,9.201914
20/6/202415:32:27,29.08,46.67,25,45.475508833333336,9.201851666666666
20/6/202415:32:32,29.13,46.77,26,45.47554466666667,9.201788666666666
20/6/202415:32:37,29.15,46.57,26,45.47558266666667,9.201722166666666
20/6/202415:32:42,29.03,46.2,25,45.47562366666666,9.20166
20/6/202415:32:47,28.97,45.53,26,45.4756625,9.2015895
20/6/202415:32:52,29.07,45.41,26,45.47569716666667,9.201520333333333
20/6/202415:32:57,29.1,45.61,25,45.47572883333334,9.201448
20/6/202415:33:02,29.11,45.59,26,45.47576000000001,9.201376666666668
20/6/202415:33:07,29.11,45.67,26,45.475783166666666,9.201298666666666
20/6/202415:33:12,29.14,45.54,26,45.47578533333333,9.201285666666667
20/6/202415:33:17,29.11,45.55,27,45.47578933333333,9.201265333333334
20/6/202415:33:22,29.11,45.67,26,45.47581066666667,9.201198833333333
20/6/202415:33:27,29.08,45.57,25,45.47584216666667,9.201139833333334
20/6/202415:33:32,29.08,45.44,25,45.4758775,9.201068833333332
20/6/202415:33:37,29.14,45.49,25,45.475910000000006,9.2009925
20/6/202415:33:42,29.2,45.38,26,45.47593783333333,9.200915333333334
20/6/202415:33:47,29.14,46.4,27,45.47597,9.2008345
20/6/202415:33:52,29.05,47.75,28,45.47599149999999,9.200756333333334
20/6/202415:33:57,29.04,47.93,28,45.4760045,9.200701
20/6/202415:34:02,29.13,47.31,27,45.47602716666667,9.2006625
20/6/202415:34:07,29.07,46.73,28,45.47605216666666,9.200612666666666
20/6/202415:34:12,29.03,45.97,27,45.47608749999999,9.200568
20/6/202415:34:17,28.94,46.53,27,45.47612033333333,9.2005225
20/6/202415:34:22,28.95,46.36,27,45.476132166666666,9.200500166666666
20/6/202415:34:27,28.95,46.42,28,45.47616183333333,9.200466
20/6/202415:34:32,28.86,47.31,27,45.47620266666666,9.2003945
20/6/202415:34:37,28.89,46.85,27,45.476243,9.200328
20/6/202415:34:42,28.91,46.32,27,45.47627583333333,9.200259999999998
20/6/202415:34:47,28.98,46.28,27,45.47630666666667,9.200183
20/6/202415:34:52,29.11,46.2,27,45.47634083333334,9.200101333333333
20/6/202415:34:57,29.2,46.14,27,45.476375833333336,9.200022
20/6/202415:35:02,29.28,46.14,28,45.47640966666666,9.199942833333331
20/6/202415:35:07,29.34,46.21,26,45.47644133333333,9.199873
20/6/202415:35:12,29.28,46.05,27,45.47646083333334,9.1998155
20/6/202415:35:17,29.29,46.08,26,45.47647266666666,9.1997865
20/6/202415:35:22,29.36,45.94,27,45.476503666666666,9.1997115
20/6/202415:35:27,29.31,46.75,27,45.47653583333334,9.199627666666666
20/6/202415:35:32,29.31,46.22,27,45.47655816666667,9.1995745
20/6/202415:35:37,29.24,45.79,27,45.47656399999999,9.199548
20/6/202415:35:42,29.22,45.9,28,45.47656916666666,9.1995055
20/6/202415:35:47,29.17,46.08,28,45.476598,9.1994265
20/6/202415:35:52,29.11,46.0,27,45.4766255,9.199348666666667
20/6/202415:35:57,28.98,45.69,27,45.47667883333334,9.199270666666669
20/6/202415:36:02,28.8,45.87,26,45.476743000000006,9.1991985
20/6/202415:36:07,28.76,46.36,26,45.47677916666667,9.199156666666664
20/6/202415:36:12,28.62,46.28,25,45.476830666666665,9.199069666666666
20/6/202415:36:17,28.49,46.18,26,45.47685833333333,9.199012833333336
20/6/202415:36:22,28.52,46.24,25,45.47690666666667,9.198927666666666
20/6/202415:36:27,28.55,46.4,27,45.476938,9.1988485
20/6/202415:36:32,28.46,46.42,26,45.47695883333334,9.198771166666669
20/6/202415:36:37,28.69,46.74,27,45.47699683333334,9.198692833333332
20/6/202415:36:42,28.87,46.41,27,45.47704366666667,9.1986075
20/6/202415:36:47,28.95,46.0,27,45.47708283333333,9.198521166666666
20/6/202415:36:52,29.0,45.81,28,45.47712,9.1984485
20/6/202415:36:57,29.01,45.73,28,45.4771655,9.1983785
20/6/202415:37:02,28.95,45.74,28,45.47718683333333,9.198304666666669
20/6/202415:37:07,28.91,45.77,28,45.47720816666666,9.198241833333332
20/6/202415:37:12,29.01,45.76,27,45.477229,9.198206166666669
20/6/202415:37:17,29.03,45.66,27,45.477241166666666,9.198200666666668
20/6/202415:37:22,28.84,45.83,27,45.47726049999999,9.198165
20/6/202415:37:27,28.89,46.1,27,45.477255,9.1980995
20/6/202415:37:32,28.89,46.44,28,45.477232,9.1980605
20/6/202415:37:37,28.89,47.04,27,45.47720016666667,9.198042
20/6/202415:37:42,28.89,47.17,27,45.47716666666667,9.198028166666669
20/6/202415:37:47,28.86,46.72,27,45.47712533333333,9.198008
20/6/202415:37:52,28.87,46.98,27,45.477076,9.197982666666666
20/6/202415:37:57,28.86,46.81,28,45.477026666666674,9.197959333333332
20/6/202415:38:02,28.93,46.44,27,45.47698216666666,9.197933333333332
20/6/202415:38:07,28.91,46.68,27,45.47694083333334,9.1978945
20/6/202415:38:12,28.91,46.86,27,45.47689616666666,9.197858833333331
20/6/202415:38:17,28.95,46.92,27,45.47684833333333,9.197822666666667
20/6/202415:38:22,29.1,46.53,27,45.47679483333333,9.197814
20/6/202415:38:27,29.26,45.63,27,45.47674133333333,9.197791833333332
20/6/202415:38:32,29.25,45.28,27,45.4766915,9.197769833333332
20/6/202415:38:37,29.18,45.09,26,45.47663933333333,9.197729833333334
20/6/202415:38:42,29.21,45.13,29,45.47658166666667,9.197681666666666
20/6/202415:38:47,29.22,45.08,31,45.47653133333333,9.1976315
20/6/202415:38:52,29.34,46.97,30,45.47650733333333,9.197619166666668
20/6/202415:38:57,29.32,47.55,29,45.476464500000006,9.197575166666669
20/6/202415:39:02,29.25,47.92,29,45.476409333333336,9.19753
20/6/202415:39:07,29.13,48.06,29,45.47635783333333,9.197502166666668
20/6/202415:39:12,29.1,48.33,29,45.47630633333333,9.197471666666669
20/6/202415:39:17,29.07,48.21,29,45.47625516666667,9.1974545
20/6/202415:39:22,29.11,47.98,28,45.47622666666666,9.1974375
20/6/202415:39:27,29.17,47.9,28,45.4761865,9.197394833333334
20/6/202415:39:32,29.2,48.27,28,45.47613066666666,9.197369333333334
20/6/202415:39:37,29.24,48.18,28,45.476077,9.197334166666668
20/6/202415:39:42,29.24,48.04,28,45.4760245,9.1972935
20/6/202415:39:47,29.24,48.18,28,45.475971,9.197262333333333
20/6/202415:39:52,29.35,47.86,28,45.475919000000005,9.197222333333334
20/6/202415:39:57,29.34,47.64,28,45.47586983333334,9.197175833333334
20/6/202415:40:02,29.39,47.0,28,45.47582166666666,9.197137833333333
20/6/202415:40:07,29.44,46.17,28,45.47577383333334,9.1971075
20/6/202415:40:12,29.48,45.27,28,45.475722833333336,9.1970745
20/6/202415:40:17,29.56,44.85,27,45.47566533333334,9.197048333333331
20/6/202415:40:22,29.63,44.59,28,45.47561816666666,9.1969965
20/6/202415:40:27,29.83,44.87,28,45.4755695,9.196956833333331
20/6/202415:40:32,29.93,44.3,25,45.475518166666674,9.196927333333331
20/6/202415:40:37,30.0,44.84,27,45.4754665,9.1969075
20/6/202415:40:42,29.99,44.44,28,45.47541383333334,9.196899
20/6/202415:40:47,30.02,44.83,27,45.47536483333333,9.196911333333333
20/6/202415:40:52,29.96,44.05,28,45.47531466666666,9.196904833333331
20/6/202415:40:57,29.87,44.07,28,45.47525900000001,9.196865166666669
20/6/202415:41:02,29.84,44.17,27,45.47520666666666,9.196857
20/6/202415:41:07,29.84,44.14,27,45.47515983333333,9.1968345
20/6/202415:41:12,29.79,44.27,27,45.47510616666667,9.1968015
20/6/202415:41:17,29.71,44.12,27,45.475056,9.196765333333332
20/6/202415:41:22,29.69,44.3,28,45.47501166666666,9.196710333333334
20/6/202415:41:27,29.59,44.49,27,45.474952833333326,9.196670333333334
20/6/202415:41:32,29.55,44.49,28,45.47490233333333,9.196633333333333
20/6/202415:41:37,29.54,44.6,27,45.474859,9.196601833333334
20/6/202415:41:42,29.52,44.77,27,45.474822,9.196575333333334
20/6/202415:41:47,29.48,44.86,28,45.47479483333333,9.196561
20/6/202415:41:52,29.44,45.0,27,45.47475916666667,9.196539333333334
20/6/202415:41:57,29.35,45.14,28,45.47470633333334,9.196505
20/6/202415:42:02,29.26,45.48,27,45.47466550000001,9.196493
20/6/202415:42:07,29.18,45.41,27,45.474634833333326,9.196488166666668
20/6/202415:42:12,29.07,45.51,27,45.47459833333334,9.1964865
20/6/202415:42:17,29.07,45.88,26,45.47456950000001,9.196487166666666
20/6/202415:42:22,29.22,46.16,27,45.47454666666666,9.1964505
20/6/202415:42:27,29.36,46.15,27,45.474501,9.196403166666666
20/6/202415:42:32,29.52,46.11,27,45.47443833333333,9.196340833333332
20/6/202415:42:37,29.56,45.84,26,45.47436283333333,9.196271
20/6/202415:42:42,29.62,46.36,27,45.47427583333333,9.196203666666666
20/6/202415:42:47,29.52,47.39,28,45.47420233333334,9.196135833333331
20/6/202415:42:52,29.32,48.07,27,45.47415349999999,9.196102666666668
20/6/202415:42:57,29.14,48.09,27,45.47411866666666,9.196083
20/6/202415:43:02,28.98,48.58,29,45.47409266666667,9.196050333333334
20/6/202415:43:07,28.89,49.15,26,45.474045,9.196017166666667
20/6/202415:43:12,28.86,49.38,28,45.47401083333333,9.1960035
20/6/202415:43:17,28.81,49.52,27,45.47393999999999,9.1960115
20/6/202415:43:22,28.78,49.54,28,45.4738815,9.196014666666668
20/6/202415:43:27,28.78,49.51,27,45.47382116666666,9.196004166666668
20/6/202415:43:32,28.77,49.39,27,45.473778,9.195991333333334
20/6/202415:43:37,28.71,47.5,27,45.473726333333325,9.195961833333334
20/6/202415:43:42,28.69,47.64,27,45.473681500000005,9.195930166666669
20/6/202415:43:47,28.69,49.44,26,45.473631833333336,9.195893666666668
20/6/202415:43:52,28.73,50.07,27,45.4735695,9.195845166666668
20/6/202415:43:57,28.74,49.97,28,45.4735095,9.195792833333334
20/6/202415:44:02,28.76,49.79,27,45.47346266666667,9.195768
20/6/202415:44:07,28.77,48.85,26,45.4734295,9.195755666666669
20/6/202415:44:12,28.78,47.71,27,45.47339983333333,9.195735833333334
20/6/202415:44:17,28.89,47.84,27,45.47338166666667,9.195727666666668
20/6/202415:44:22,28.94,49.12,27,45.473366166666665,9.195724333333334
20/6/202415:44:27,28.87,49.59,28,45.473351,9.195771333333331
20/6/202415:44:32,28.89,49.62,27,45.47333316666666,9.195792833333334
20/6/202415:44:37,29.03,47.88,26,45.473312500000006,9.195838
20/6/202415:44:42,29.14,46.85,27,45.47327466666668,9.195918166666669
20/6/202415:44:47,29.22,46.6,26,45.4732435,9.1960015
20/6/202415:44:52,29.39,46.04,26,45.47321166666667,9.196087333333333
20/6/202415:44:57,29.41,46.6,26,45.4731925,9.196167166666667
20/6/202415:45:02,29.41,46.54,27,45.473171333333326,9.196234333333331
20/6/202415:45:07,29.56,46.13,27,45.47316433333334,9.1962775
20/6/202415:45:12,29.61,45.15,27,45.47314333333334,9.196357
20/6/202415:45:17,29.52,45.04,27,45.47312983333333,9.196377
20/6/202415:45:22,29.51,45.13,26,45.47311183333333,9.196400333333337
20/6/202415:45:27,29.44,45.27,27,45.473081,9.196434666666669
20/6/202415:45:32,29.42,45.43,24,45.4730595,9.196478833333334
